BS_IP,BS_MAC,A_WG_IP,A_YW_IP,A_PORT,PW,B_IP
8.147.33.88,a4a1.c27a.4493,4.112.0.245,3.112.0.245,GE0/6/5.300,pw10211,14.152.164.130
8.147.33.89,a4a1.c27a.5bb9,4.112.0.245,3.112.0.245,GE0/6/6.200,pw10212,14.152.164.130
8.147.33.90,a4a1.c27a.5bb9,4.112.0.245,3.112.0.245,GE0/6/6.300,pw10213,14.152.164.130
8.147.33.91,a4a1.c27a.39bf,4.112.0.245,3.112.0.245,GE0/6/7.200,pw10214,14.152.164.130
8.147.33.92,a4a1.c27a.39bf,4.112.0.245,3.112.0.245,GE0/6/7.300,pw10215,14.152.164.130
8.147.33.93,a4a1.c27a.391e,4.112.0.245,3.112.0.245,GE0/6/8.200,pw10216,14.152.164.130
8.147.33.94,a4a1.c27a.391e,4.112.0.245,3.112.0.245,GE0/6/8.300,pw10217,14.152.164.130
8.152.20.25,688f.84f7.00b5,4.112.224.153,3.112.224.153,GE0/6/1.200,pw10032,14.152.242.35
8.152.20.26,688f.84f7.00ed,4.112.224.153,3.112.224.153,GE0/5/2.200,pw10031,14.152.242.35
8.152.20.29,688f.84f7.0251,4.112.224.153,3.112.224.153,GE0/5/1.200,pw10030,14.152.242.35
8.152.20.59,688f.84f9.f8a3,4.112.224.153,3.112.224.153,GE0/5/3.200,pw10044,14.152.242.35
8.152.20.60,688f.84f9.f64f,4.112.224.153,3.112.224.153,GE0/6/3.200,pw10045,14.152.242.35
8.152.20.25,688f.84f7.00b5,4.112.224.153,3.112.224.153,GE0/6/1.200,pw20032,14.152.242.36
8.152.20.26,688f.84f7.00ed,4.112.224.153,3.112.224.153,GE0/5/2.200,pw20031,14.152.242.36
8.152.20.29,688f.84f7.0251,4.112.224.153,3.112.224.153,GE0/5/1.200,pw20030,14.152.242.36
8.152.20.59,688f.84f9.f8a3,4.112.224.153,3.112.224.153,GE0/5/3.200,pw20044,14.152.242.36
8.152.20.60,688f.84f9.f64f,4.112.224.153,3.112.224.153,GE0/6/3.200,pw20045,14.152.242.36
8.147.18.144,688f.84f7.0ce7,4.112.0.216,3.112.0.216,GE0/5/1.200,pw20018,14.152.164.151
8.147.18.145,8038.bc14.601b,4.112.0.216,3.112.0.216,GE0/6/1.200,pw20021,14.152.164.151
8.147.18.146,688f.84f7.4049,4.112.0.216,3.112.0.216,GE0/5/2.200,pw20019,14.152.164.151
8.147.18.149,88a2.d71d.84ac,4.112.0.216,3.112.0.216,GE0/6/3.200,pw20055,14.152.164.151
8.147.18.155,8038.bc14.604f,4.112.0.216,3.112.0.216,GE0/6/5.200,pw20031,14.152.164.151
8.147.18.156,9c37.f48e.3cd4,4.112.0.216,3.112.0.216,GE0/6/6.200,pw20032,14.152.164.151
8.147.18.157,9c37.f48e.df2c,4.112.0.216,3.112.0.216,GE0/6/2.200,pw20022,14.152.164.151
8.147.18.158,9c37.f48e.df40,4.112.0.216,3.112.0.216,GE0/5/3.200,pw20020,14.152.164.151
8.147.18.159,9c37.f48e.decc,4.112.0.216,3.112.0.216,GE0/6/7.200,pw20033,14.152.164.151
8.147.18.160,9c37.f48e.e53c,4.112.0.216,3.112.0.216,GE0/6/8.200,pw20034,14.152.164.151
8.147.18.171,9c37.f48e.e01c,4.112.0.216,3.112.0.216,GE0/6/4.200,pw20051,14.152.164.151
8.147.18.144,688f.84f7.0ce7,4.112.0.216,3.112.0.216,GE0/5/1.200,pw10018,14.152.164.150
8.147.18.145,8038.bc14.601b,4.112.0.216,3.112.0.216,GE0/6/1.200,pw10021,14.152.164.150
8.147.18.146,688f.84f7.4049,4.112.0.216,3.112.0.216,GE0/5/2.200,pw10019,14.152.164.150
8.147.18.149,88a2.d71d.84ac,4.112.0.216,3.112.0.216,GE0/6/3.200,pw10055,14.152.164.150
8.147.18.155,8038.bc14.604f,4.112.0.216,3.112.0.216,GE0/6/5.200,pw10031,14.152.164.150
8.147.18.156,9c37.f48e.3cd4,4.112.0.216,3.112.0.216,GE0/6/6.200,pw10032,14.152.164.150
8.147.18.157,9c37.f48e.df2c,4.112.0.216,3.112.0.216,GE0/6/2.200,pw10022,14.152.164.150
8.147.18.158,9c37.f48e.df40,4.112.0.216,3.112.0.216,GE0/5/3.200,pw10020,14.152.164.150
8.147.18.159,9c37.f48e.decc,4.112.0.216,3.112.0.216,GE0/6/7.200,pw10033,14.152.164.150
8.147.18.160,9c37.f48e.e53c,4.112.0.216,3.112.0.216,GE0/6/8.200,pw10034,14.152.164.150
8.147.18.171,9c37.f48e.e01c,4.112.0.216,3.112.0.216,GE0/6/4.200,pw10051,14.152.164.150
8.149.23.28,88a2.d71e.cec1,4.111.225.183,3.111.225.183,GE0/5/2.200,pw20030,14.152.160.138
8.149.23.29,88a2.d71e.d65d,4.111.225.183,3.111.225.183,GE0/6/2.200,pw20031,14.152.160.138
8.149.23.30,88a2.d71e.daa7,4.111.225.183,3.111.225.183,GE0/5/1.200,pw20032,14.152.160.138
8.149.23.31,845b.1271.87bd,4.111.225.183,3.111.225.183,GE0/5/3.200,pw20034,14.152.160.138
8.149.23.28,88a2.d71e.cec1,4.111.225.183,3.111.225.183,GE0/5/2.200,pw10030,14.152.160.137
8.149.23.29,88a2.d71e.d65d,4.111.225.183,3.111.225.183,GE0/6/2.200,pw10031,14.152.160.137
8.149.23.30,88a2.d71e.daa7,4.111.225.183,3.111.225.183,GE0/5/1.200,pw10032,14.152.160.137
8.149.23.31,845b.1271.87bd,4.111.225.183,3.111.225.183,GE0/5/3.200,pw10034,14.152.160.137
8.147.18.45,a4a1.c237.02a8,4.112.1.87,3.112.1.87,GE0/1/7.200,pw20048,14.152.164.135
8.147.18.46,a4a1.c237.02a8,4.112.1.87,3.112.1.87,GE0/1/7.300,pw20049,14.152.164.135
8.147.18.45,a4a1.c237.02a8,4.112.1.87,3.112.1.87,GE0/1/7.200,pw10048,14.152.164.134
8.147.18.46,a4a1.c237.02a8,4.112.1.87,3.112.1.87,GE0/1/7.300,pw10049,14.152.164.134
8.149.24.146,88a2.d71d.373d,4.111.225.154,3.111.225.154,GE0/5/1.200,pw10014,14.152.160.143
8.149.24.146,88a2.d71d.373d,4.111.225.154,3.111.225.154,GE0/5/1.200,pw20014,14.152.160.144
8.155.19.171,88cf.98b3.ffef,4.112.32.253,3.112.32.253,GE0/6/1.200,pw10039,14.152.168.142
8.155.19.172,88cf.98b3.fee7,4.112.32.253,3.112.32.253,GE0/5/1.200,pw10038,14.152.168.142
8.155.19.171,88cf.98b3.ffef,4.112.32.253,3.112.32.253,GE0/6/1.200,pw20039,14.152.168.143
8.155.19.172,88cf.98b3.fee7,4.112.32.253,3.112.32.253,GE0/5/1.200,pw20038,14.152.168.143
8.149.21.140,643e.8c81.ef67,4.111.225.124,3.111.225.124,GE0/5/1.200,pw10013,14.152.160.171
8.149.21.146,04bd.70db.e7c3,4.111.225.124,3.111.225.124,GE0/5/4.200,pw10019,14.152.160.171
8.149.21.140,643e.8c81.ef67,4.111.225.124,3.111.225.124,GE0/5/1.200,pw20013,14.152.160.172
8.149.21.146,04bd.70db.e7c3,4.111.225.124,3.111.225.124,GE0/5/4.200,pw20019,14.152.160.172
8.155.19.137,8038.bc17.723d,4.112.32.247,3.112.32.247,GE0/5/1.200,pw10007,14.152.168.142
8.155.19.138,8038.bc17.6f5d,4.112.32.247,3.112.32.247,GE0/5/2.200,pw10008,14.152.168.142
8.155.19.139,8038.bc17.7389,4.112.32.247,3.112.32.247,GE0/6/1.200,pw10009,14.152.168.142
8.155.19.140,9c37.f48f.df86,4.112.32.247,3.112.32.247,GE0/6/2.200,pw10010,14.152.168.142
8.155.19.141,688f.84fa.061d,4.112.32.247,3.112.32.247,GE0/5/3.200,pw10011,14.152.168.142
8.155.19.142,688f.84fa.0765,4.112.32.247,3.112.32.247,GE0/6/3.200,pw10012,14.152.168.142
8.155.19.144,643e.8c7e.8b91,4.112.32.247,3.112.32.247,GE0/5/4.200,pw10013,14.152.168.142
8.155.19.137,8038.bc17.723d,4.112.32.247,3.112.32.247,GE0/5/1.200,pw20007,14.152.168.143
8.155.19.138,8038.bc17.6f5d,4.112.32.247,3.112.32.247,GE0/5/2.200,pw20008,14.152.168.143
8.155.19.139,8038.bc17.7389,4.112.32.247,3.112.32.247,GE0/6/1.200,pw20009,14.152.168.143
8.155.19.140,9c37.f48f.df86,4.112.32.247,3.112.32.247,GE0/6/2.200,pw20010,14.152.168.143
8.155.19.141,688f.84fa.061d,4.112.32.247,3.112.32.247,GE0/5/3.200,pw20011,14.152.168.143
8.155.19.142,688f.84fa.0765,4.112.32.247,3.112.32.247,GE0/6/3.200,pw20012,14.152.168.143
8.155.19.144,643e.8c7e.8b91,4.112.32.247,3.112.32.247,GE0/5/4.200,pw20013,14.152.168.143
8.147.17.21,a4a1.c236.e6bd,4.112.1.53,3.112.1.53,GE0/1/7.200,pw20034,14.152.164.133
8.147.17.22,a4a1.c236.e6bd,4.112.1.53,3.112.1.53,GE0/1/7.300,pw20035,14.152.164.133
8.147.17.23,a4a1.c237.15a2,4.112.1.53,3.112.1.53,GE0/1/6.200,pw20032,14.152.164.133
8.147.17.24,a4a1.c237.15a2,4.112.1.53,3.112.1.53,GE0/1/6.300,pw20033,14.152.164.133
8.147.17.27,a4a1.c237.4aac,4.112.1.53,3.112.1.53,GE0/1/8.200,pw20036,14.152.164.133
8.147.17.28,a4a1.c237.4aac,4.112.1.53,3.112.1.53,GE0/1/8.300,pw20037,14.152.164.133
8.147.17.43,a4a1.c236.4661,4.112.1.53,3.112.1.53,GE0/1/9.200,pw20054,14.152.164.133
8.147.17.44,a4a1.c236.4661,4.112.1.53,3.112.1.53,GE0/1/9.300,pw20055,14.152.164.133
8.147.17.21,a4a1.c236.e6bd,4.112.1.53,3.112.1.53,GE0/1/7.200,pw10034,14.152.164.132
8.147.17.22,a4a1.c236.e6bd,4.112.1.53,3.112.1.53,GE0/1/7.300,pw10035,14.152.164.132
8.147.17.23,a4a1.c237.15a2,4.112.1.53,3.112.1.53,GE0/1/6.200,pw10032,14.152.164.132
8.147.17.24,a4a1.c237.15a2,4.112.1.53,3.112.1.53,GE0/1/6.300,pw10033,14.152.164.132
8.147.17.27,a4a1.c237.4aac,4.112.1.53,3.112.1.53,GE0/1/8.200,pw10036,14.152.164.132
8.147.17.28,a4a1.c237.4aac,4.112.1.53,3.112.1.53,GE0/1/8.300,pw10037,14.152.164.132
8.147.17.43,a4a1.c236.4661,4.112.1.53,3.112.1.53,GE0/1/9.200,pw10054,14.152.164.132
8.147.17.44,a4a1.c236.4661,4.112.1.53,3.112.1.53,GE0/1/9.300,pw10055,14.152.164.132
8.149.22.185,249e.ab87.274f,4.111.225.158,3.111.225.158,GE0/6/4.200,pw20068,14.152.160.136
8.149.22.185,249e.ab87.274f,4.111.225.158,3.111.225.158,GE0/6/4.200,pw10068,14.152.160.135
8.152.15.133,fcc8.97dd.af67,4.112.224.166,3.112.224.166,GE0/5/1.200,pw10002,14.152.242.11
8.152.15.133,fcc8.97dd.af67,4.112.224.166,3.112.224.166,GE0/5/1.200,pw20002,14.152.242.12
8.147.18.5,a4a1.c233.8a4f,4.112.0.174,3.112.0.174,GE0/1/6.200,pw20006,14.152.164.135
8.147.18.6,a4a1.c233.8a4f,4.112.0.174,3.112.0.174,GE0/1/6.300,pw20007,14.152.164.135
8.147.18.5,a4a1.c233.8a4f,4.112.0.174,3.112.0.174,GE0/1/6.200,pw10006,14.152.164.134
8.147.18.6,a4a1.c233.8a4f,4.112.0.174,3.112.0.174,GE0/1/6.300,pw10007,14.152.164.134
8.149.19.36,a4a1.c233.e93e,4.111.225.31,3.111.225.31,GE0/5/1.300,pw10067,14.152.160.157
8.149.19.37,a4a1.c233.e93e,4.111.225.31,3.111.225.31,GE0/5/1.200,pw10066,14.152.160.157
8.149.19.62,a4a1.c236.6bb4,4.111.225.31,3.111.225.31,GE0/6/3.300,pw10099,14.152.160.157
8.149.19.63,a4a1.c236.6bb4,4.111.225.31,3.111.225.31,GE0/6/3.200,pw10098,14.152.160.157
8.149.19.66,a4a1.c236.e432,4.111.225.31,3.111.225.31,GE0/5/3.300,pw10095,14.152.160.157
8.149.19.67,a4a1.c236.e432,4.111.225.31,3.111.225.31,GE0/5/3.200,pw10094,14.152.160.157
8.149.19.80,a4a1.c236.e773,4.111.225.31,3.111.225.31,GE0/6/2.300,pw10097,14.152.160.157
8.149.19.81,a4a1.c236.e773,4.111.225.31,3.111.225.31,GE0/6/2.200,pw10096,14.152.160.157
8.149.29.2,a4a1.c234.dba3,4.111.225.31,3.111.225.31,GE0/5/4.300,pw10135,14.152.160.157
8.149.29.3,a4a1.c234.dba3,4.111.225.31,3.111.225.31,GE0/5/4.200,pw10134,14.152.160.157
8.149.29.8,a4a1.c234.f94e,4.111.225.31,3.111.225.31,GE0/6/5.300,pw10139,14.152.160.157
8.149.29.9,a4a1.c234.f94e,4.111.225.31,3.111.225.31,GE0/6/5.200,pw10138,14.152.160.157
8.149.29.12,a4a1.c237.06e5,4.111.225.31,3.111.225.31,GE0/6/6.300,pw10143,14.152.160.157
8.149.29.13,a4a1.c237.06e5,4.111.225.31,3.111.225.31,GE0/6/6.200,pw10142,14.152.160.157
8.149.19.36,a4a1.c233.e93e,4.111.225.31,3.111.225.31,GE0/5/1.300,pw20067,14.152.160.158
8.149.19.37,a4a1.c233.e93e,4.111.225.31,3.111.225.31,GE0/5/1.200,pw20066,14.152.160.158
8.149.19.62,a4a1.c236.6bb4,4.111.225.31,3.111.225.31,GE0/6/3.300,pw20099,14.152.160.158
8.149.19.63,a4a1.c236.6bb4,4.111.225.31,3.111.225.31,GE0/6/3.200,pw20098,14.152.160.158
8.149.19.66,a4a1.c236.e432,4.111.225.31,3.111.225.31,GE0/5/3.300,pw20095,14.152.160.158
8.149.19.67,a4a1.c236.e432,4.111.225.31,3.111.225.31,GE0/5/3.200,pw20094,14.152.160.158
8.149.19.80,a4a1.c236.e773,4.111.225.31,3.111.225.31,GE0/6/2.300,pw20097,14.152.160.158
8.149.19.81,a4a1.c236.e773,4.111.225.31,3.111.225.31,GE0/6/2.200,pw20096,14.152.160.158
8.149.29.2,a4a1.c234.dba3,4.111.225.31,3.111.225.31,GE0/5/4.300,pw20135,14.152.160.158
8.149.29.3,a4a1.c234.dba3,4.111.225.31,3.111.225.31,GE0/5/4.200,pw20134,14.152.160.158
8.149.29.8,a4a1.c234.f94e,4.111.225.31,3.111.225.31,GE0/6/5.300,pw20139,14.152.160.158
8.149.29.9,a4a1.c234.f94e,4.111.225.31,3.111.225.31,GE0/6/5.200,pw20138,14.152.160.158
8.149.29.12,a4a1.c237.06e5,4.111.225.31,3.111.225.31,GE0/6/6.300,pw20143,14.152.160.158
8.149.29.13,a4a1.c237.06e5,4.111.225.31,3.111.225.31,GE0/6/6.200,pw20142,14.152.160.158
8.155.19.9,9c37.f48f.df52,4.112.33.8,3.112.33.8,GE0/5/2.200,pw20007,14.152.168.141
8.155.19.10,9c37.f48e.e80c,4.112.33.8,3.112.33.8,GE0/6/2.200,pw20008,14.152.168.141
8.155.19.17,fce3.3ca1.9419,4.112.33.8,3.112.33.8,GE0/5/3.200,pw20015,14.152.168.141
8.155.19.18,fce3.3ca1.9515,4.112.33.8,3.112.33.8,GE0/6/3.200,pw20016,14.152.168.141
8.155.19.20,fce3.3ca1.970d,4.112.33.8,3.112.33.8,GE0/5/4.200,pw20017,14.152.168.141
8.155.19.48,88cf.98b4.0087,4.112.33.8,3.112.33.8,GE0/6/6.200,pw20049,14.152.168.141
8.155.19.49,88cf.98b3.ff9b,4.112.33.8,3.112.33.8,GE0/6/5.200,pw20048,14.152.168.141
8.155.19.57,688f.84fc.4714,4.112.33.8,3.112.33.8,GE0/6/4.200,pw20022,14.152.168.141
8.155.19.9,9c37.f48f.df52,4.112.33.8,3.112.33.8,GE0/5/2.200,pw10007,14.152.168.140
8.155.19.10,9c37.f48e.e80c,4.112.33.8,3.112.33.8,GE0/6/2.200,pw10008,14.152.168.140
8.155.19.17,fce3.3ca1.9419,4.112.33.8,3.112.33.8,GE0/5/3.200,pw10015,14.152.168.140
8.155.19.18,fce3.3ca1.9515,4.112.33.8,3.112.33.8,GE0/6/3.200,pw10016,14.152.168.140
8.155.19.20,fce3.3ca1.970d,4.112.33.8,3.112.33.8,GE0/5/4.200,pw10017,14.152.168.140
8.155.19.48,88cf.98b4.0087,4.112.33.8,3.112.33.8,GE0/6/6.200,pw10049,14.152.168.140
8.155.19.49,88cf.98b3.ff9b,4.112.33.8,3.112.33.8,GE0/6/5.200,pw10048,14.152.168.140
8.155.19.57,688f.84fc.4714,4.112.33.8,3.112.33.8,GE0/6/4.200,pw10022,14.152.168.140
8.155.32.55,a4a1.c2c0.cd27,4.112.33.12,3.112.33.12,GE0/5/3.200,pw20202,14.152.168.131
8.155.32.56,a4a1.c2c0.cd27,4.112.33.12,3.112.33.12,GE0/5/3.300,pw20203,14.152.168.131
8.155.32.59,a4a1.c2c0.cde4,4.112.33.12,3.112.33.12,GE0/5/2.200,pw20198,14.152.168.131
8.155.32.60,a4a1.c2c0.cde4,4.112.33.12,3.112.33.12,GE0/5/2.300,pw20199,14.152.168.131
8.155.32.61,a4a1.c2c0.d474,4.112.33.12,3.112.33.12,GE0/6/2.200,pw20200,14.152.168.131
8.155.32.62,a4a1.c2c0.d474,4.112.33.12,3.112.33.12,GE0/6/2.300,pw20201,14.152.168.131
8.155.32.75,a4a1.c279.07a4,4.112.33.12,3.112.33.12,GE0/6/3.200,pw20212,14.152.168.131
8.155.32.76,a4a1.c279.07a4,4.112.33.12,3.112.33.12,GE0/6/3.300,pw20213,14.152.168.131
8.155.32.77,a4a1.c2c5.7b64,4.112.33.12,3.112.33.12,GE0/5/4.200,pw20214,14.152.168.131
8.155.32.78,a4a1.c2c5.7b64,4.112.33.12,3.112.33.12,GE0/5/4.300,pw20215,14.152.168.131
8.155.32.83,a4a1.c278.faa0,4.112.33.12,3.112.33.12,GE0/6/4.200,pw20216,14.152.168.131
8.155.32.84,a4a1.c278.faa0,4.112.33.12,3.112.33.12,GE0/6/4.300,pw20217,14.152.168.131
8.147.17.13,a4a1.c234.0b72,4.112.1.73,3.112.1.73,GE0/1/6.200,pw20040,14.152.164.133
8.147.17.14,a4a1.c234.0b72,4.112.1.73,3.112.1.73,GE0/1/6.300,pw20041,14.152.164.133
8.147.17.13,a4a1.c234.0b72,4.112.1.73,3.112.1.73,GE0/1/6.200,pw10040,14.152.164.132
8.147.17.14,a4a1.c234.0b72,4.112.1.73,3.112.1.73,GE0/1/6.300,pw10041,14.152.164.132
8.152.14.3,688f.84f6.ff75,4.112.224.77,3.112.224.77,GE0/5/1.200,pw20009,14.152.242.8
8.152.14.7,688f.84f6.fea9,4.112.224.77,3.112.224.77,GE0/6/1.200,pw20011,14.152.242.8
8.152.14.15,688f.84f7.0039,4.112.224.77,3.112.224.77,GE0/5/2.200,pw20010,14.152.242.8
8.152.14.17,e4c2.d1e9.88b3,4.112.224.77,3.112.224.77,GE0/6/2.200,pw20014,14.152.242.8
8.152.14.18,e4c2.d1e7.6a62,4.112.224.77,3.112.224.77,GE0/5/3.200,pw20015,14.152.242.8
8.152.14.20,30d1.7e7c.51c0,4.112.224.77,3.112.224.77,GE0/6/3.200,pw20017,14.152.242.8
8.132.99.36,0015.eb9a.5ccb,4.112.224.77,3.112.224.77,GE0/6/5.200,pw20019,14.152.242.8
8.152.14.3,688f.84f6.ff75,4.112.224.77,3.112.224.77,GE0/5/1.200,pw10009,14.152.242.7
8.152.14.7,688f.84f6.fea9,4.112.224.77,3.112.224.77,GE0/6/1.200,pw10011,14.152.242.7
8.152.14.15,688f.84f7.0039,4.112.224.77,3.112.224.77,GE0/5/2.200,pw10010,14.152.242.7
8.152.14.17,e4c2.d1e9.88b3,4.112.224.77,3.112.224.77,GE0/6/2.200,pw10014,14.152.242.7
8.152.14.18,e4c2.d1e7.6a62,4.112.224.77,3.112.224.77,GE0/5/3.200,pw10015,14.152.242.7
8.152.14.20,30d1.7e7c.51c0,4.112.224.77,3.112.224.77,GE0/6/3.200,pw10017,14.152.242.7
8.132.99.36,0015.eb9a.5ccb,4.112.224.77,3.112.224.77,GE0/6/5.200,pw10019,14.152.242.7
8.147.21.15,9c37.f48e.3e4c,4.112.1.26,3.112.1.26,GE0/1/7.200,pw20015,14.152.164.149
8.147.21.19,9c37.f48e.3e28,4.112.1.26,3.112.1.26,GE0/1/6.200,pw20014,14.152.164.149
8.149.19.156,a4a1.c234.70c4,4.111.225.185,3.111.225.185,GE0/5/1.300,pw10045,14.152.160.159
8.149.19.157,a4a1.c234.70c4,4.111.225.185,3.111.225.185,GE0/5/1.200,pw10044,14.152.160.159
8.149.19.156,a4a1.c234.70c4,4.111.225.185,3.111.225.185,GE0/5/1.300,pw20045,14.152.160.160
8.149.19.157,a4a1.c234.70c4,4.111.225.185,3.111.225.185,GE0/5/1.200,pw20044,14.152.160.160
8.147.16.163,a4a1.c276.955a,4.112.1.130,3.112.1.130,GE0/5/1.200,pw10040,14.152.164.136
8.147.16.164,a4a1.c276.955a,4.112.1.130,3.112.1.130,GE0/5/1.300,pw10041,14.152.164.136
8.147.16.163,a4a1.c276.955a,4.112.1.130,3.112.1.130,GE0/5/1.200,pw20040,14.152.164.137
8.147.16.164,a4a1.c276.955a,4.112.1.130,3.112.1.130,GE0/5/1.300,pw20041,14.152.164.137
8.149.19.130,a4a1.c234.9c6e,4.111.225.41,3.111.225.41,GE0/5/1.300,pw10001,14.152.160.159
8.149.19.131,a4a1.c234.9c6e,4.111.225.41,3.111.225.41,GE0/5/1.200,pw10000,14.152.160.159
8.149.19.136,a4a1.c234.75fd,4.111.225.41,3.111.225.41,GE0/6/1.300,pw10007,14.152.160.159
8.149.19.137,a4a1.c234.75fd,4.111.225.41,3.111.225.41,GE0/6/1.200,pw10006,14.152.160.159
8.149.19.138,a4a1.c234.b271,4.111.225.41,3.111.225.41,GE0/6/2.300,pw10009,14.152.160.159
8.149.19.139,a4a1.c234.b271,4.111.225.41,3.111.225.41,GE0/6/2.200,pw10008,14.152.160.159
8.149.19.146,a4a1.c234.0218,4.111.225.41,3.111.225.41,GE0/5/3.300,pw10005,14.152.160.159
8.149.19.147,a4a1.c234.0218,4.111.225.41,3.111.225.41,GE0/5/3.200,pw10004,14.152.160.159
8.149.19.164,a4a1.c234.89cf,4.111.225.41,3.111.225.41,GE0/5/4.300,pw10047,14.152.160.159
8.149.19.165,a4a1.c234.89cf,4.111.225.41,3.111.225.41,GE0/5/4.200,pw10046,14.152.160.159
8.149.19.168,a4a1.c236.4e02,4.111.225.41,3.111.225.41,GE0/6/3.300,pw10011,14.152.160.159
8.149.19.169,a4a1.c236.4e02,4.111.225.41,3.111.225.41,GE0/6/3.200,pw10010,14.152.160.159
8.149.19.170,a4a1.c237.4d7d,4.111.225.41,3.111.225.41,GE0/6/4.300,pw10061,14.152.160.159
8.149.19.171,a4a1.c237.4d7d,4.111.225.41,3.111.225.41,GE0/6/4.200,pw10060,14.152.160.159
8.149.19.130,a4a1.c234.9c6e,4.111.225.41,3.111.225.41,GE0/5/1.300,pw20001,14.152.160.160
8.149.19.131,a4a1.c234.9c6e,4.111.225.41,3.111.225.41,GE0/5/1.200,pw20000,14.152.160.160
8.149.19.136,a4a1.c234.75fd,4.111.225.41,3.111.225.41,GE0/6/1.300,pw20007,14.152.160.160
8.149.19.137,a4a1.c234.75fd,4.111.225.41,3.111.225.41,GE0/6/1.200,pw20006,14.152.160.160
8.149.19.138,a4a1.c234.b271,4.111.225.41,3.111.225.41,GE0/6/2.300,pw20009,14.152.160.160
8.149.19.139,a4a1.c234.b271,4.111.225.41,3.111.225.41,GE0/6/2.200,pw20008,14.152.160.160
8.149.19.146,a4a1.c234.0218,4.111.225.41,3.111.225.41,GE0/5/3.300,pw20005,14.152.160.160
8.149.19.147,a4a1.c234.0218,4.111.225.41,3.111.225.41,GE0/5/3.200,pw20004,14.152.160.160
8.149.19.164,a4a1.c234.89cf,4.111.225.41,3.111.225.41,GE0/5/4.300,pw20047,14.152.160.160
8.149.19.165,a4a1.c234.89cf,4.111.225.41,3.111.225.41,GE0/5/4.200,pw20046,14.152.160.160
8.149.19.168,a4a1.c236.4e02,4.111.225.41,3.111.225.41,GE0/6/3.300,pw20011,14.152.160.160
8.149.19.169,a4a1.c236.4e02,4.111.225.41,3.111.225.41,GE0/6/3.200,pw20010,14.152.160.160
8.149.19.170,a4a1.c237.4d7d,4.111.225.41,3.111.225.41,GE0/6/4.300,pw20061,14.152.160.160
8.149.19.171,a4a1.c237.4d7d,4.111.225.41,3.111.225.41,GE0/6/4.200,pw20060,14.152.160.160
8.149.18.134,a4a1.c231.d828,4.111.225.14,3.111.225.14,GE0/6/1.300,pw20051,14.152.160.154
8.149.18.135,a4a1.c231.d828,4.111.225.14,3.111.225.14,GE0/6/1.200,pw20050,14.152.160.154
8.149.18.146,a4a1.c234.73d4,4.111.225.14,3.111.225.14,GE0/5/1.300,pw20047,14.152.160.154
8.149.18.147,a4a1.c234.73d4,4.111.225.14,3.111.225.14,GE0/5/1.200,pw20046,14.152.160.154
8.149.18.152,a4a1.c233.f3fd,4.111.225.14,3.111.225.14,GE0/5/2.300,pw20049,14.152.160.154
8.149.18.153,a4a1.c233.f3fd,4.111.225.14,3.111.225.14,GE0/5/2.200,pw20048,14.152.160.154
8.149.18.198,a4a1.c236.e964,4.111.225.14,3.111.225.14,GE0/6/2.300,pw20053,14.152.160.154
8.149.18.199,a4a1.c236.e964,4.111.225.14,3.111.225.14,GE0/6/2.200,pw20052,14.152.160.154
8.149.18.200,a4a1.c233.976f,4.111.225.14,3.111.225.14,GE0/5/3.300,pw20083,14.152.160.154
8.149.18.201,a4a1.c233.976f,4.111.225.14,3.111.225.14,GE0/5/3.200,pw20082,14.152.160.154
8.149.18.134,a4a1.c231.d828,4.111.225.14,3.111.225.14,GE0/6/1.300,pw10051,14.152.160.153
8.149.18.135,a4a1.c231.d828,4.111.225.14,3.111.225.14,GE0/6/1.200,pw10050,14.152.160.153
8.149.18.146,a4a1.c234.73d4,4.111.225.14,3.111.225.14,GE0/5/1.300,pw10047,14.152.160.153
8.149.18.147,a4a1.c234.73d4,4.111.225.14,3.111.225.14,GE0/5/1.200,pw10046,14.152.160.153
8.149.18.152,a4a1.c233.f3fd,4.111.225.14,3.111.225.14,GE0/5/2.300,pw10049,14.152.160.153
8.149.18.153,a4a1.c233.f3fd,4.111.225.14,3.111.225.14,GE0/5/2.200,pw10048,14.152.160.153
8.149.18.198,a4a1.c236.e964,4.111.225.14,3.111.225.14,GE0/6/2.300,pw10053,14.152.160.153
8.149.18.199,a4a1.c236.e964,4.111.225.14,3.111.225.14,GE0/6/2.200,pw10052,14.152.160.153
8.149.18.200,a4a1.c233.976f,4.111.225.14,3.111.225.14,GE0/5/3.300,pw10083,14.152.160.153
8.149.18.201,a4a1.c233.976f,4.111.225.14,3.111.225.14,GE0/5/3.200,pw10082,14.152.160.153
8.155.20.131,8038.bc12.214e,4.112.32.235,3.112.32.235,GE0/5/1.200,pw10002,14.152.168.146
8.155.20.131,8038.bc12.214e,4.112.32.235,3.112.32.235,GE0/5/1.200,pw20002,14.152.168.147
8.152.14.134,fcc8.97dc.9db0,4.112.224.98,3.112.224.98,GE0/1/10.200,pw10019,14.152.242.25
8.152.14.156,fcc8.97df.2000,4.112.224.98,3.112.224.98,GE0/3/8.200,pw10029,14.152.242.25
8.152.14.134,fcc8.97dc.9db0,4.112.224.98,3.112.224.98,GE0/1/10.200,pw20019,14.152.242.26
8.152.14.156,fcc8.97df.2000,4.112.224.98,3.112.224.98,GE0/3/8.200,pw20029,14.152.242.26
